type,ref,date,title,summary,lead_member,lead_members_party,department,MNIS_id,gender,constituency
Westminster Hall debates,671 cc203-227WH,2020-02-11,Waste Incineration Facilities,Motion that this House has considered waste incineration facilities. Agreed to on question.,"Hodgson, Sharon",Labour Party,"Department for Environment, Food and Rural Affairs",1521,F,Washington and Sunderland West
Westminster Hall debates,671 cc185-202WH,2020-02-06,Civil Aviation Authority: Aviation Safety,"Motion, That this House has considered the Civil Aviation Authority and aviation safety. Sitting adjourned without Question put.","Carmichael, Alistair",Liberal Democrats,Department for Transport,1442,M,Orkney and Shetland
Westminster Hall debates,671 cc163-185WH,2020-02-06,Acquired Brain Injury,"Motion, That this House has considered acquired brain injury. Agreed to on question.","Bryant, Chris",Labour Party,Department of Health and Social Care,1446,M,Rhondda
Westminster Hall debates,671 cc85-106WH,2020-02-05,Operation Augusta,Motion that this House has considered Operation Augusta. Agreed to on question.,"Stringer, Graham",Labour Party,Home Office,449,M,Blackley and Broughton
Westminster Hall debates,671 cc171-190WH,2020-02-05,Release Under Investigation,Motion that this House has considered the use of release under investigation. Agreed to on question.,"Charalambous, Bambos",Labour Party,Home Office,4610,M,"Enfield, Southgate"
Westminster Hall debates,671 cc167-171WH,2020-02-05,"Rail Services: Maidenhead, Twyford and Branch Lines","Motion that this House has considered rail services for Maidenhead, Twyford and linking branch lines. Agreed to on question.","May, Theresa",Conservative Party,Department for Transport,8,F,Maidenhead
Westminster Hall debates,671 cc557-167WH,2020-02-05,Beer and Pub Taxation,Motion that this House has considered taxation on beer and pubs. Agreed to on question.,"Wood, Mike",Conservative Party,Treasury,4384,M,Dudley South
Westminster Hall debates,671 cc106-557WH,2020-02-05,User-led Social Care,Motion that this House has considered user-led social care. Agreed to on question. Sitting suspended.,"Murray, James",Labour Party; Cooperative Party,Department of Health and Social Care,4797,M,Ealing North
Westminster Hall debates,671 cc66-84WH,2020-02-04,"Lloyds, HBOS and the Cranston Review","Motion that this House has considered Lloyds, HBOS and the Cranston Review. Agreed to on question.","Hollinrake, Kevin",Conservative Party,Treasury,4474,M,Thirsk and Malton
Westminster Hall debates,671 cc57-66WH,2020-02-04,Local Housing Allowance: Homeless Young People,Motion that this House has considered local housing allowance rates for homeless young people. Agreed to on question.,"Lucas, Caroline",Green Party,Department for Work and Pensions,3930,F,"Brighton, Pavilion"
Westminster Hall debates,671 cc32-57WH,2020-02-04,Climate Justice,Motion that this House has considered climate justice. Agreed to on question.,"Whittome, Nadia",Labour Party,Department for International Development,4869,F,Nottingham East
Westminster Hall debates,671 cc25-32WH,2020-02-04,Innovation in Hospital Design,Motion that this House has considered innovation in hospital design. Agreed to on question.,"Miller, Maria",Conservative Party,Department of Health and Social Care,1480,F,Basingstoke
Westminster Hall debates,671 cc1-25WH,2020-02-04,Net Zero Targets and Decarbonising Transport,Motion that this House has considered net zero targets and decarbonising transport. Agreed to on question.,"Hinds, Damian",Conservative Party,Department for Transport,3969,M,East Hampshire
Westminster Hall debates,670 cc960-970WH,2020-01-30,Flooding: South Yorkshire,Motion that this House has considered flooding in South Yorkshire. Agreed to on question.,"Peacock, Stephanie",Labour Party,"Department for Environment, Food and Rural Affairs",4607,F,Barnsley East
Westminster Hall debates,670 cc363-960WH,2020-01-30,Scotch whisky: US tariffs,Motion that this House considered the effect of US tariffs on the Scotch whisky industry. Agreed to on question.,"Mundell, David",Conservative Party,Scotland Office,1512,M,"Dumfriesshire, Clydesdale and Tweeddale"
Westminster Hall debates,670 cc283-307WH,2020-01-29,Planning System: Gypsies and Travellers,"Motion that this House has considered Gypsies, Travellers and the planning system. Agreed to on question.","Hollobone, Philip",Conservative Party,"Ministry of Housing, Communities and Local Government",1537,M,Kettering
Westminster Hall debates,670 cc346-362WH,2020-01-29,Defence: Rotary Strategy,Motion that this House has considered UK defence rotary strategy. Agreed to on question.,"Courts, Robert",Conservative Party,Ministry of Defence,4589,M,Witney
Westminster Hall debates,670 cc339-346WH,2020-01-29,Bovine TB: Compensation,Motion that this House has considered compensation for bovine TB. Agreed to on question.,"Thomas, Derek",Conservative Party,"Department for Environment, Food and Rural Affairs",4532,M,St Ives
Westminster Hall debates,670 cc312-339WH,2020-01-29,Special Educational Needs and Disability Funding,Motion that this House has considered special educational needs and disability funding. Agreed to on question. Sitting suspended.,"Wilson, Munira",Liberal Democrats,Department for Education,4776,F,Twickenham
Westminster Hall debates,670 cc307-312WH,2020-01-29,British Overseas Passport Holders in Hong Kong,Motion that this House has considered the rights of British overseas passport holders in Hong Kong. Agreed to on question.,"Hammond, Stephen",Conservative Party,Foreign and Commonwealth Office,1585,M,Wimbledon
Westminster Hall debates,670 cc265-282WH,2020-01-28,Industrial and Commercial Waste Incineration,"Motion, That this House has considered the incineration of industrial and commercial waste. Motion lapsed. Sitting adjourned without Question put.
","Doughty, Stephen",Labour Party; Cooperative Party,"Department for Environment, Food and Rural Affairs",4264,M,Cardiff South and Penarth
Westminster Hall debates,670 cc508-265WH,2020-01-28,Local Services: London Suburbs,"Motion, That this House has considered London suburbs and local service provision. Agreed to on question.","Huq, Rupa",Labour Party,"Ministry of Housing, Communities and Local Government",4511,F,Ealing Central and Acton
Westminster Hall debates,670 cc239-508WH,2020-01-28,Antarctica: Science and Diplomacy,"Motion, That this House has considered Antarctica science and diplomacy. Agreed to on question.","Gray, James",Conservative Party,Foreign and Commonwealth Office,261,M,North Wiltshire
Westminster Hall debates,670 cc235-9WH,2020-01-28,UKAEA Public Service Pension Scheme,"Motion, That this House has considered the UKAEA Public Service Pension Scheme survivor's pension. Agreed to on question.","Smith, Cat",Labour Party,"Department for Business, Energy and Industrial Strategy",4436,F,Lancaster and Fleetwood
Westminster Hall debates,670 cc211-235WH,2020-01-28,Flats and Shared Housing: Fire Risk,"Motion, That this House has considered the fire risk in flats and shared housing. Agreed to on question.","Rodda, Matt",Labour Party,"Ministry of Housing, Communities and Local Government",4654,M,Reading East
Westminster Hall debates,670 cc185-209WH,2020-01-23,Assisted Dying Law,Motion that this House has considered the law on assisted dying. Motion lapsed and sitting adjourned without Question put.,"Jardine, Christine",Liberal Democrats,Ministry of Justice,4634,F,Edinburgh West
Westminster Hall debates,670 cc161-185WH,2020-01-23,Public Transport: North Staffordshire,Motion that this House has considered bus services and public transport in north Staffordshire. Agreed to on question.,"Brereton, Jack",Conservative Party,Department for Transport,4643,M,Stoke-on-Trent South
Westminster Hall debates,670 cc137-160WH,2020-01-22,Commission on Justice in Wales,Motion that this House has considered the report of the Commission on Justice in Wales. Agreed to on question.,"Saville Roberts, Liz",Plaid Cymru,Ministry of Justice,4521,F,Dwyfor Meirionnydd
Westminster Hall debates,670 cc130-7WH,2020-01-22,Adult Social Care in Shropshire: Government Funding,Motion that this House has considered Government funding for adult social care in Shropshire. Agreed to on question.,"Kawczynski, Daniel",Conservative Party,Department of Health and Social Care,1566,M,Shrewsbury and Atcham
Westminster Hall debates,670 cc114-130WH,2020-01-22,North Cotswold Line,Motion that this House has considered North Cotswold line transformation. Agreed to on question.,"Baldwin, Harriett",Conservative Party,Department for Transport,4107,F,West Worcestershire
Westminster Hall debates,670 cc105-114WH,2020-01-22,All-lane Running Motorways,Motion that this House has considered the safety of all-lane running motorways. Motion lapsed. Sitting suspended.,"Champion, Sarah",Labour Party,Department for Transport,4267,F,Rotherham
Westminster Hall debates,670 cc83-105WH,2020-01-22,National Productivity,Motion that this House has considered national productivity. Agreed to on question.,"Jarvis, Dan",Labour Party,Treasury,4243,M,Barnsley Central
Westminster Hall debates,670 cc67-82WH,2020-01-21,Surrogacy: Government Policy,Motion that this House has considered Government policy on surrogacy. Agreed to on question.,"Percy, Andrew",Conservative Party,Department of Health and Social Care,3939,M,Brigg and Goole
Westminster Hall debates,670 cc769-67WH,2020-01-21,Motorhomes and Vehicle Excise Duty,Motion that this House has considered motorhomes and vehicle excise duty. Agreed to on question.,"Jones, Ruth",Conservative Party,Treasury,4716,F,Newport West
Westminster Hall debates,670 cc32-769WH,2020-01-21,Economy and Society: Contribution of Music,Motion that this House has considered the contribution of music to the economy and society. Agreed to on question.,"McGinn, Conor",Labour Party,"Department for Digital, Culture, Media and Sport",4458,M,St Helens North
Westminster Hall debates,670 cc25-32WH,2020-01-21,High Speed 1: Rolling Stock,Motion that this House has considered rolling stock on High Speed One. Agreed to on question.,"Green, Damian",Conservative Party,Department for Transport,76,M,Ashford
Westminster Hall debates,670 cc1-25WH,2020-01-21,Growth Strategy,Motion that this House has considered the growth strategy for the UK. Motion lapsed.,"Redwood, John",Conservative Party,Treasury,14,M,Wokingham
